association,chi_square,degrees_of_freedom,p_value,cramers_v_bias_corrected,n,min_expected_count,cells_expected_lt_5,significant_0_05
reported_emotion_x_face_presence,22.89689418598658,2,1.0666025094915113e-05,0.11063996008682868,1708,65.91042154566745,0,True
