ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,1.59,1,Positivo,Negativo,906_orig_1037.jpg
2,1.58,1,Positivo,Negativo,1420_orig_1915.jpg
3,2.28,1,Positivo,Neutral,790_orig_889.jpg
4,2.78,1,Positivo,Positivo,51_orig_50.jpg
5,2.76,1,Positivo,Positivo,77_orig_76.jpg
6,3.46,2,Negativo,Negativo,1150_orig_1386.jpg
7,5.54,1,Positivo,Neutral,811_orig_910.jpg
8,3.99,2,Negativo,Neutral,859_orig_958.jpg
9,3.83,2,Negativo,Negativo,584_orig_683.jpg
10,2.62,1,Positivo,Positivo,91_orig_90.jpg
11,3.14,1,Positivo,Positivo,272_orig_271.jpg
12,2.54,1,Positivo,Negativo,796_orig_895.jpg
13,1.99,1,Positivo,Negativo,41_orig_40.jpg
14,2.5,1,Positivo,Neutral,336_orig_435.jpg
15,3.53,1,Positivo,Negativo,361_orig_460.jpg
16,3.74,1,Positivo,Neutral,640_orig_739.jpg
17,3.11,1,Positivo,Positivo,1123_orig_1359.jpg
18,2.76,1,Positivo,Negativo,1292_orig_1629.jpg
19,1.84,1,Positivo,Neutral,722_orig_821.jpg
20,3.38,2,Negativo,Positivo,1134_orig_1370.jpg
21,2.15,1,Positivo,Negativo,324_orig_423.jpg
22,2.52,1,Positivo,Positivo,33_orig_32.jpg
23,4.09,1,Positivo,Neutral,873_orig_972.jpg
24,4.88,2,Negativo,Negativo,1322_orig_1659.jpg
25,4.65,1,Positivo,Neutral,130_orig_129.jpg
26,3.23,1,Positivo,Negativo,184_orig_183.jpg
27,3.88,1,Positivo,Positivo,105_orig_104.jpg
28,2.73,1,Positivo,Neutral,262_orig_261.jpg
29,2.29,1,Positivo,Negativo,198_orig_197.jpg
30,2.69,1,Positivo,Neutral,746_orig_845.jpg
31,3.45,1,Positivo,Positivo,82_orig_81.jpg
32,3.04,1,Positivo,Negativo,292_orig_291.jpg
33,4.05,1,Positivo,Negativo,916_orig_1094.jpg
34,2.92,1,Positivo,Negativo,251_orig_250.jpg
35,3.5,1,Positivo,Neutral,573_orig_672.jpg
36,2.55,1,Positivo,Positivo,58_orig_57.jpg
37,3.83,1,Positivo,Negativo,760_orig_859.jpg
38,3.89,1,Positivo,Neutral,246_orig_245.jpg
39,3.59,2,Negativo,Negativo,432_orig_531.jpg
40,3.34,1,Positivo,Neutral,779_orig_878.jpg
41,2.11,1,Positivo,Positivo,5_orig_4.jpg
42,2.43,1,Positivo,Neutral,420_orig_519.jpg
43,3.15,1,Positivo,Neutral,850_orig_949.jpg
44,4.15,2,Negativo,Positivo,1120_orig_1356.jpg
45,1.98,1,Positivo,Negativo,264_orig_263.jpg
46,2.73,2,Negativo,Negativo,87_orig_86.jpg
47,3.37,2,Negativo,Positivo,1155_orig_1391.jpg
48,2.52,1,Positivo,Negativo,704_orig_803.jpg
49,2.19,1,Positivo,Neutral,726_orig_825.jpg
50,2.22,1,Positivo,Neutral,250_orig_249.jpg
51,2.9,1,Positivo,Positivo,153_orig_152.jpg
52,4.09,1,Positivo,Neutral,831_orig_930.jpg
53,2.64,1,Positivo,Positivo,26_orig_25.jpg
54,1.82,1,Positivo,Positivo,71_orig_70.jpg
55,2.43,2,Negativo,Positivo,76_orig_75.jpg
56,3.34,1,Positivo,Positivo,78_orig_77.jpg
57,4.1,2,Negativo,Neutral,423_orig_522.jpg
58,2.6,2,Negativo,Positivo,10_orig_9.jpg
59,4.15,2,Negativo,Positivo,205_orig_204.jpg
60,3.39,1,Positivo,Neutral,1054_orig_1290.jpg
