ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,10.01,NR,NO RESPONDE,Negativo,906_orig_1037.jpg
2,10.00,NR,NO RESPONDE,Negativo,1420_orig_1915.jpg
3,10.00,NR,NO RESPONDE,Neutral,790_orig_889.jpg
4,10.01,NR,NO RESPONDE,Positivo,51_orig_50.jpg
5,10.00,NR,NO RESPONDE,Positivo,77_orig_76.jpg
6,4.51,3,Neutral,Negativo,1150_orig_1386.jpg
7,8.11,3,Neutral,Neutral,811_orig_910.jpg
8,10.01,NR,NO RESPONDE,Neutral,859_orig_958.jpg
9,5.06,1,Positivo,Negativo,584_orig_683.jpg
10,8.90,3,Neutral,Positivo,91_orig_90.jpg
11,3.86,1,Positivo,Positivo,272_orig_271.jpg
12,10.00,NR,NO RESPONDE,Negativo,796_orig_895.jpg
13,9.20,3,Neutral,Negativo,41_orig_40.jpg
14,4.25,1,Positivo,Neutral,336_orig_435.jpg
15,5.48,1,Positivo,Negativo,361_orig_460.jpg
16,5.56,3,Neutral,Neutral,640_orig_739.jpg
17,6.58,1,Positivo,Positivo,1123_orig_1359.jpg
18,7.17,3,Neutral,Negativo,1292_orig_1629.jpg
19,10.01,NR,NO RESPONDE,Neutral,722_orig_821.jpg
20,5.71,2,Negativo,Positivo,1134_orig_1370.jpg
21,7.66,3,Neutral,Negativo,324_orig_423.jpg
22,4.56,1,Positivo,Positivo,33_orig_32.jpg
23,10.00,NR,NO RESPONDE,Neutral,873_orig_972.jpg
24,5.19,1,Positivo,Negativo,1322_orig_1659.jpg
25,9.36,3,Neutral,Neutral,130_orig_129.jpg
26,3.42,1,Positivo,Negativo,184_orig_183.jpg
27,4.20,1,Positivo,Positivo,105_orig_104.jpg
28,7.37,1,Positivo,Neutral,262_orig_261.jpg
29,5.88,3,Neutral,Negativo,198_orig_197.jpg
30,3.45,1,Positivo,Neutral,746_orig_845.jpg
31,6.20,1,Positivo,Positivo,82_orig_81.jpg
32,8.57,3,Neutral,Negativo,292_orig_291.jpg
33,6.09,3,Neutral,Negativo,916_orig_1094.jpg
34,7.81,3,Neutral,Negativo,251_orig_250.jpg
35,8.35,3,Neutral,Neutral,573_orig_672.jpg
36,4.30,1,Positivo,Positivo,58_orig_57.jpg
37,5.00,1,Positivo,Negativo,760_orig_859.jpg
38,5.35,3,Neutral,Neutral,246_orig_245.jpg
39,8.28,1,Positivo,Negativo,432_orig_531.jpg
40,4.32,1,Positivo,Neutral,779_orig_878.jpg
41,4.70,3,Neutral,Positivo,5_orig_4.jpg
42,3.74,1,Positivo,Neutral,420_orig_519.jpg
43,5.15,1,Positivo,Neutral,850_orig_949.jpg
44,5.11,1,Positivo,Positivo,1120_orig_1356.jpg
45,3.83,1,Positivo,Negativo,264_orig_263.jpg
46,4.50,1,Positivo,Negativo,87_orig_86.jpg
47,4.79,3,Neutral,Positivo,1155_orig_1391.jpg
48,4.42,1,Positivo,Negativo,704_orig_803.jpg
49,5.09,3,Neutral,Neutral,726_orig_825.jpg
50,3.84,1,Positivo,Neutral,250_orig_249.jpg
51,6.51,1,Positivo,Positivo,153_orig_152.jpg
52,8.89,1,Positivo,Neutral,831_orig_930.jpg
53,5.47,3,Neutral,Positivo,26_orig_25.jpg
54,3.93,1,Positivo,Positivo,71_orig_70.jpg
55,6.47,2,Negativo,Positivo,76_orig_75.jpg
56,4.47,1,Positivo,Positivo,78_orig_77.jpg
57,8.30,3,Neutral,Neutral,423_orig_522.jpg
58,6.87,3,Neutral,Positivo,10_orig_9.jpg
59,6.86,1,Positivo,Positivo,205_orig_204.jpg
60,7.66,3,Neutral,Neutral,1054_orig_1290.jpg
