ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,4.69,3,Neutral,Negativo,906_orig_1037.jpg
2,9.22,3,Neutral,Negativo,1420_orig_1915.jpg
3,6.07,3,Neutral,Neutral,790_orig_889.jpg
4,10.01,NR,NO RESPONDE,Positivo,51_orig_50.jpg
5,3.61,1,Positivo,Positivo,77_orig_76.jpg
6,7.78,3,Neutral,Negativo,1150_orig_1386.jpg
7,6.08,2,Negativo,Neutral,811_orig_910.jpg
8,7.90,1,Positivo,Neutral,859_orig_958.jpg
9,5.74,3,Neutral,Negativo,584_orig_683.jpg
10,4.50,3,Neutral,Positivo,91_orig_90.jpg
11,8.55,2,Negativo,Positivo,272_orig_271.jpg
12,8.44,1,Positivo,Negativo,796_orig_895.jpg
13,7.10,2,Negativo,Negativo,41_orig_40.jpg
14,8.18,1,Positivo,Neutral,336_orig_435.jpg
15,7.39,3,Neutral,Negativo,361_orig_460.jpg
16,7.61,3,Neutral,Neutral,640_orig_739.jpg
17,7.46,3,Neutral,Positivo,1123_orig_1359.jpg
18,6.72,3,Neutral,Negativo,1292_orig_1629.jpg
19,8.73,3,Neutral,Neutral,722_orig_821.jpg
20,8.88,2,Negativo,Positivo,1134_orig_1370.jpg
21,9.34,3,Neutral,Negativo,324_orig_423.jpg
22,9.99,3,Neutral,Positivo,33_orig_32.jpg
23,7.58,1,Positivo,Neutral,873_orig_972.jpg
24,7.82,3,Neutral,Negativo,1322_orig_1659.jpg
25,10.01,NR,NO RESPONDE,Neutral,130_orig_129.jpg
26,8.29,1,Positivo,Negativo,184_orig_183.jpg
27,6.50,1,Positivo,Positivo,105_orig_104.jpg
28,8.48,3,Neutral,Neutral,262_orig_261.jpg
29,9.99,2,Negativo,Negativo,198_orig_197.jpg
30,9.90,2,Negativo,Neutral,746_orig_845.jpg
31,6.08,1,Positivo,Positivo,82_orig_81.jpg
32,4.27,1,Positivo,Negativo,292_orig_291.jpg
33,10.00,NR,NO RESPONDE,Negativo,916_orig_1094.jpg
34,8.12,3,Neutral,Negativo,251_orig_250.jpg
35,9.82,3,Neutral,Neutral,573_orig_672.jpg
36,6.11,1,Positivo,Positivo,58_orig_57.jpg
37,9.30,2,Negativo,Negativo,760_orig_859.jpg
38,10.01,NR,NO RESPONDE,Neutral,246_orig_245.jpg
39,7.40,3,Neutral,Negativo,432_orig_531.jpg
40,8.32,1,Positivo,Neutral,779_orig_878.jpg
41,7.39,3,Neutral,Positivo,5_orig_4.jpg
42,6.09,1,Positivo,Neutral,420_orig_519.jpg
43,9.16,1,Positivo,Neutral,850_orig_949.jpg
44,9.14,2,Negativo,Positivo,1120_orig_1356.jpg
45,8.78,3,Neutral,Negativo,264_orig_263.jpg
46,6.53,3,Neutral,Negativo,87_orig_86.jpg
47,10.01,NR,NO RESPONDE,Positivo,1155_orig_1391.jpg
48,7.55,2,Negativo,Negativo,704_orig_803.jpg
49,4.82,3,Neutral,Neutral,726_orig_825.jpg
50,6.20,1,Positivo,Neutral,250_orig_249.jpg
51,10.02,NR,NO RESPONDE,Positivo,153_orig_152.jpg
52,8.55,2,Negativo,Neutral,831_orig_930.jpg
53,6.48,3,Neutral,Positivo,26_orig_25.jpg
54,8.89,3,Neutral,Positivo,71_orig_70.jpg
55,9.44,2,Negativo,Positivo,76_orig_75.jpg
56,10.00,NR,NO RESPONDE,Positivo,78_orig_77.jpg
57,10.01,NR,NO RESPONDE,Neutral,423_orig_522.jpg
58,8.69,1,Positivo,Positivo,10_orig_9.jpg
59,7.59,1,Positivo,Positivo,205_orig_204.jpg
60,5.04,3,Neutral,Neutral,1054_orig_1290.jpg
