ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,2.98,3,Neutral,Negativo,906_orig_1037.jpg
2,3.54,3,Neutral,Negativo,1420_orig_1915.jpg
3,3.24,3,Neutral,Neutral,790_orig_889.jpg
4,3.97,2,Negativo,Positivo,51_orig_50.jpg
5,2.59,1,Positivo,Positivo,77_orig_76.jpg
6,3.74,3,Neutral,Negativo,1150_orig_1386.jpg
7,10.00,NR,NO RESPONDE,Neutral,811_orig_910.jpg
8,4.56,1,Positivo,Neutral,859_orig_958.jpg
9,6.00,1,Positivo,Negativo,584_orig_683.jpg
10,3.59,3,Neutral,Positivo,91_orig_90.jpg
11,4.91,3,Neutral,Positivo,272_orig_271.jpg
12,4.06,3,Negativo,Negativo,796_orig_895.jpg
13,4.38,2,Negativo,Negativo,41_orig_40.jpg
14,3.11,2,Negativo,Neutral,336_orig_435.jpg
15,4.56,2,Negativo,Negativo,361_orig_460.jpg
16,4.90,3,Neutral,Neutral,640_orig_739.jpg
17,4.55,1,Positivo,Positivo,1123_orig_1359.jpg
18,2.83,3,Neutral,Negativo,1292_orig_1629.jpg
19,2.89,3,Neutral,Neutral,722_orig_821.jpg
20,6.27,3,Neutral,Positivo,1134_orig_1370.jpg
21,2.42,1,Positivo,Negativo,324_orig_423.jpg
22,3.08,1,Positivo,Positivo,33_orig_32.jpg
23,3.48,3,Neutral,Neutral,873_orig_972.jpg
24,2.79,3,Neutral,Negativo,1322_orig_1659.jpg
25,4.14,3,Neutral,Neutral,130_orig_129.jpg
26,3.85,2,Negativo,Negativo,184_orig_183.jpg
27,2.43,2,Negativo,Positivo,105_orig_104.jpg
28,6.51,3,Neutral,Neutral,262_orig_261.jpg
29,2.54,3,Neutral,Negativo,198_orig_197.jpg
30,2.92,1,Positivo,Neutral,746_orig_845.jpg
31,5.51,3,Neutral,Positivo,82_orig_81.jpg
32,2.66,3,Neutral,Negativo,292_orig_291.jpg
33,3.29,3,Neutral,Negativo,916_orig_1094.jpg
34,3.87,3,Neutral,Negativo,251_orig_250.jpg
35,4.33,2,Negativo,Neutral,573_orig_672.jpg
36,4.26,3,Neutral,Positivo,58_orig_57.jpg
37,5.17,1,Positivo,Negativo,760_orig_859.jpg
38,2.72,3,Neutral,Neutral,246_orig_245.jpg
39,2.68,3,Neutral,Negativo,432_orig_531.jpg
40,3.74,1,Positivo,Neutral,779_orig_878.jpg
41,2.73,3,Neutral,Positivo,5_orig_4.jpg
42,2.93,1,Positivo,Neutral,420_orig_519.jpg
43,3.49,1,Positivo,Neutral,850_orig_949.jpg
44,3.70,3,Neutral,Positivo,1120_orig_1356.jpg
45,10.00,NR,NO RESPONDE,Negativo,264_orig_263.jpg
46,3.32,1,Positivo,Negativo,87_orig_86.jpg
47,6.29,3,Neutral,Positivo,1155_orig_1391.jpg
48,5.19,3,Neutral,Negativo,704_orig_803.jpg
49,4.27,3,Neutral,Neutral,726_orig_825.jpg
50,3.13,2,Negativo,Neutral,250_orig_249.jpg
51,4.62,3,Neutral,Positivo,153_orig_152.jpg
52,3.15,2,Negativo,Neutral,831_orig_930.jpg
53,2.90,3,Neutral,Positivo,26_orig_25.jpg
54,2.76,3,Neutral,Positivo,71_orig_70.jpg
55,3.49,2,Negativo,Positivo,76_orig_75.jpg
56,2.91,2,Negativo,Positivo,78_orig_77.jpg
57,4.23,2,Negativo,Neutral,423_orig_522.jpg
58,2.24,2,Negativo,Positivo,10_orig_9.jpg
59,3.62,3,Neutral,Positivo,205_orig_204.jpg
60,2.53,3,Neutral,Neutral,1054_orig_1290.jpg
