ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,3.57,1,Positivo,Negativo,906_orig_1037.jpg
2,2.51,1,Positivo,Negativo,1420_orig_1915.jpg
3,4.24,1,Positivo,Neutral,790_orig_889.jpg
4,10.00,NR,NO RESPONDE,Positivo,51_orig_50.jpg
5,3.43,1,Positivo,Positivo,77_orig_76.jpg
6,6.06,1,Positivo,Negativo,1150_orig_1386.jpg
7,10.01,NR,NO RESPONDE,Neutral,811_orig_910.jpg
8,10.00,NR,NO RESPONDE,Neutral,859_orig_958.jpg
9,8.46,1,Positivo,Negativo,584_orig_683.jpg
10,7.82,1,Positivo,Positivo,91_orig_90.jpg
11,2.46,1,Positivo,Positivo,272_orig_271.jpg
12,1.85,1,Positivo,Negativo,796_orig_895.jpg
13,2.93,2,Negativo,Negativo,41_orig_40.jpg
14,10.01,NR,NO RESPONDE,Neutral,336_orig_435.jpg
15,7.30,2,Negativo,Negativo,361_orig_460.jpg
16,5.71,2,Negativo,Neutral,640_orig_739.jpg
17,2.67,1,Positivo,Positivo,1123_orig_1359.jpg
18,6.64,2,Negativo,Negativo,1292_orig_1629.jpg
19,10.01,NR,NO RESPONDE,Neutral,722_orig_821.jpg
20,10.01,NR,NO RESPONDE,Positivo,1134_orig_1370.jpg
21,4.01,2,Negativo,Negativo,324_orig_423.jpg
22,10.01,NR,NO RESPONDE,Positivo,33_orig_32.jpg
23,6.18,2,Negativo,Neutral,873_orig_972.jpg
24,10.00,NR,NO RESPONDE,Negativo,1322_orig_1659.jpg
25,9.94,1,Positivo,Neutral,130_orig_129.jpg
26,4.91,1,Positivo,Negativo,184_orig_183.jpg
27,6.50,1,Positivo,Positivo,105_orig_104.jpg
28,5.04,1,Positivo,Neutral,262_orig_261.jpg
29,4.36,1,Positivo,Negativo,198_orig_197.jpg
30,4.07,2,Negativo,Neutral,746_orig_845.jpg
31,9.49,2,Negativo,Positivo,82_orig_81.jpg
32,8.50,3,Neutral,Negativo,292_orig_291.jpg
33,6.88,1,Positivo,Negativo,916_orig_1094.jpg
34,2.93,1,Positivo,Negativo,251_orig_250.jpg
35,4.09,2,Negativo,Neutral,573_orig_672.jpg
36,4.41,2,Negativo,Positivo,58_orig_57.jpg
37,10.00,NR,NO RESPONDE,Negativo,760_orig_859.jpg
38,2.35,1,Positivo,Neutral,246_orig_245.jpg
39,2.95,1,Positivo,Negativo,432_orig_531.jpg
40,10.02,NR,NO RESPONDE,Neutral,779_orig_878.jpg
41,6.38,3,Neutral,Positivo,5_orig_4.jpg
42,2.32,1,Positivo,Neutral,420_orig_519.jpg
43,2.82,1,Positivo,Neutral,850_orig_949.jpg
44,3.37,1,Positivo,Positivo,1120_orig_1356.jpg
45,3.20,2,Negativo,Negativo,264_orig_263.jpg
46,4.74,1,Positivo,Negativo,87_orig_86.jpg
47,2.00,1,Positivo,Positivo,1155_orig_1391.jpg
48,2.71,1,Positivo,Negativo,704_orig_803.jpg
49,1.91,1,Positivo,Neutral,726_orig_825.jpg
50,6.64,3,Neutral,Neutral,250_orig_249.jpg
51,3.04,2,Negativo,Positivo,153_orig_152.jpg
52,2.91,2,Negativo,Neutral,831_orig_930.jpg
53,2.40,2,Negativo,Positivo,26_orig_25.jpg
54,2.93,2,Negativo,Positivo,71_orig_70.jpg
55,2.76,2,Negativo,Positivo,76_orig_75.jpg
56,2.96,1,Positivo,Positivo,78_orig_77.jpg
57,2.61,2,Negativo,Neutral,423_orig_522.jpg
58,4.42,2,Negativo,Positivo,10_orig_9.jpg
59,4.32,2,Negativo,Positivo,205_orig_204.jpg
60,4.62,2,Negativo,Neutral,1054_orig_1290.jpg
