ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,7.31,3,Neutral,Negativo,906_orig_1037.jpg
2,4.01,1,Positivo,Negativo,1420_orig_1915.jpg
3,3.04,3,Neutral,Neutral,790_orig_889.jpg
4,2.84,1,Positivo,Positivo,51_orig_50.jpg
5,3.01,1,Positivo,Positivo,77_orig_76.jpg
6,3.23,3,Neutral,Negativo,1150_orig_1386.jpg
7,4.26,2,Negativo,Neutral,811_orig_910.jpg
8,4.26,1,Positivo,Neutral,859_orig_958.jpg
9,2.74,1,Positivo,Negativo,584_orig_683.jpg
10,3.70,1,Positivo,Positivo,91_orig_90.jpg
11,3.60,3,Neutral,Positivo,272_orig_271.jpg
12,3.55,1,Positivo,Negativo,796_orig_895.jpg
13,2.74,2,Negativo,Negativo,41_orig_40.jpg
14,2.37,1,Positivo,Neutral,336_orig_435.jpg
15,2.86,2,Negativo,Negativo,361_orig_460.jpg
16,4.91,1,Positivo,Neutral,640_orig_739.jpg
17,1.86,1,Positivo,Positivo,1123_orig_1359.jpg
18,2.77,3,Neutral,Negativo,1292_orig_1629.jpg
19,2.22,3,Neutral,Neutral,722_orig_821.jpg
20,2.61,2,Negativo,Positivo,1134_orig_1370.jpg
21,4.72,1,Positivo,Negativo,324_orig_423.jpg
22,2.66,1,Positivo,Positivo,33_orig_32.jpg
23,3.66,2,Negativo,Neutral,873_orig_972.jpg
24,2.47,1,Positivo,Negativo,1322_orig_1659.jpg
25,3.52,1,Positivo,Neutral,130_orig_129.jpg
26,3.65,1,Positivo,Negativo,184_orig_183.jpg
27,2.55,1,Positivo,Positivo,105_orig_104.jpg
28,4.06,1,Positivo,Neutral,262_orig_261.jpg
29,3.30,3,Neutral,Negativo,198_orig_197.jpg
30,3.06,1,Positivo,Neutral,746_orig_845.jpg
31,3.47,1,Positivo,Positivo,82_orig_81.jpg
32,3.63,2,Negativo,Negativo,292_orig_291.jpg
33,4.03,2,Negativo,Negativo,916_orig_1094.jpg
34,3.36,3,Neutral,Negativo,251_orig_250.jpg
35,4.54,1,Positivo,Neutral,573_orig_672.jpg
36,3.07,1,Positivo,Positivo,58_orig_57.jpg
37,4.24,1,Positivo,Negativo,760_orig_859.jpg
38,4.67,3,Neutral,Neutral,246_orig_245.jpg
39,3.72,1,Positivo,Negativo,432_orig_531.jpg
40,4.51,2,Negativo,Neutral,779_orig_878.jpg
41,4.15,3,Neutral,Positivo,5_orig_4.jpg
42,3.17,1,Positivo,Neutral,420_orig_519.jpg
43,2.75,1,Positivo,Neutral,850_orig_949.jpg
44,3.03,1,Positivo,Positivo,1120_orig_1356.jpg
45,2.89,1,Positivo,Negativo,264_orig_263.jpg
46,4.18,3,Neutral,Negativo,87_orig_86.jpg
47,6.09,3,Neutral,Positivo,1155_orig_1391.jpg
48,10.01,NR,NO RESPONDE,Negativo,704_orig_803.jpg
49,4.17,1,Positivo,Neutral,726_orig_825.jpg
50,3.02,1,Positivo,Neutral,250_orig_249.jpg
51,3.86,1,Positivo,Positivo,153_orig_152.jpg
52,5.08,1,Positivo,Neutral,831_orig_930.jpg
53,3.42,1,Positivo,Positivo,26_orig_25.jpg
54,2.20,1,Positivo,Positivo,71_orig_70.jpg
55,3.13,2,Negativo,Positivo,76_orig_75.jpg
56,3.05,1,Positivo,Positivo,78_orig_77.jpg
57,3.33,2,Negativo,Neutral,423_orig_522.jpg
58,2.42,2,Negativo,Positivo,10_orig_9.jpg
59,3.04,1,Positivo,Positivo,205_orig_204.jpg
60,2.20,1,Positivo,Neutral,1054_orig_1290.jpg
