ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,4.18,3,Neutral,Negativo,906_orig_1037.jpg
2,5.49,1,Positivo,Negativo,1420_orig_1915.jpg
3,4.66,3,Neutral,Neutral,790_orig_889.jpg
4,5.17,2,Negativo,Positivo,51_orig_50.jpg
5,3.63,1,Positivo,Positivo,77_orig_76.jpg
6,3.73,3,Neutral,Negativo,1150_orig_1386.jpg
7,4.73,3,Neutral,Neutral,811_orig_910.jpg
8,4.47,1,Positivo,Neutral,859_orig_958.jpg
9,4.51,1,Positivo,Negativo,584_orig_683.jpg
10,3.97,3,Neutral,Positivo,91_orig_90.jpg
11,4.96,3,Neutral,Positivo,272_orig_271.jpg
12,3.39,2,Negativo,Negativo,796_orig_895.jpg
13,4.69,2,Negativo,Negativo,41_orig_40.jpg
14,5.68,1,Positivo,Neutral,336_orig_435.jpg
15,5.45,1,Positivo,Negativo,361_orig_460.jpg
16,5.71,1,Positivo,Neutral,640_orig_739.jpg
17,4.34,1,Positivo,Positivo,1123_orig_1359.jpg
18,3.82,3,Neutral,Negativo,1292_orig_1629.jpg
19,2.79,3,Neutral,Neutral,722_orig_821.jpg
20,5.59,1,Positivo,Positivo,1134_orig_1370.jpg
21,6.05,3,Neutral,Negativo,324_orig_423.jpg
22,3.66,1,Positivo,Positivo,33_orig_32.jpg
23,3.39,3,Neutral,Neutral,873_orig_972.jpg
24,2.96,3,Neutral,Negativo,1322_orig_1659.jpg
25,5.05,3,Neutral,Neutral,130_orig_129.jpg
26,3.68,1,Positivo,Negativo,184_orig_183.jpg
27,3.30,1,Positivo,Positivo,105_orig_104.jpg
28,4.18,1,Positivo,Neutral,262_orig_261.jpg
29,2.48,3,Neutral,Negativo,198_orig_197.jpg
30,2.93,1,Positivo,Neutral,746_orig_845.jpg
31,5.45,1,Positivo,Positivo,82_orig_81.jpg
32,3.00,3,Neutral,Negativo,292_orig_291.jpg
33,3.48,1,Positivo,Negativo,916_orig_1094.jpg
34,9.31,1,Positivo,Negativo,251_orig_250.jpg
35,3.60,3,Neutral,Neutral,573_orig_672.jpg
36,3.48,3,Neutral,Positivo,58_orig_57.jpg
37,4.21,1,Positivo,Negativo,760_orig_859.jpg
38,3.68,1,Positivo,Neutral,246_orig_245.jpg
39,4.63,3,Neutral,Negativo,432_orig_531.jpg
40,3.01,1,Positivo,Neutral,779_orig_878.jpg
41,3.32,3,Neutral,Positivo,5_orig_4.jpg
42,2.84,1,Positivo,Neutral,420_orig_519.jpg
43,4.01,1,Positivo,Neutral,850_orig_949.jpg
44,4.61,3,Neutral,Positivo,1120_orig_1356.jpg
45,4.31,3,Neutral,Negativo,264_orig_263.jpg
46,3.75,1,Positivo,Negativo,87_orig_86.jpg
47,3.95,3,Neutral,Positivo,1155_orig_1391.jpg
48,2.95,1,Positivo,Negativo,704_orig_803.jpg
49,2.95,3,Neutral,Neutral,726_orig_825.jpg
50,5.06,3,Neutral,Neutral,250_orig_249.jpg
51,3.76,3,Neutral,Positivo,153_orig_152.jpg
52,3.64,1,Positivo,Neutral,831_orig_930.jpg
53,3.04,3,Neutral,Positivo,26_orig_25.jpg
54,2.84,1,Positivo,Positivo,71_orig_70.jpg
55,2.77,1,Positivo,Positivo,76_orig_75.jpg
56,4.71,1,Positivo,Positivo,78_orig_77.jpg
57,3.34,1,Positivo,Neutral,423_orig_522.jpg
58,3.60,1,Positivo,Positivo,10_orig_9.jpg
59,4.36,3,Neutral,Positivo,205_orig_204.jpg
60,3.11,3,Neutral,Neutral,1054_orig_1290.jpg
