ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,1.65,1,Positivo,Negativo,906_orig_1037.jpg
2,7.78,1,Positivo,Negativo,1420_orig_1915.jpg
3,6.96,1,Positivo,Neutral,790_orig_889.jpg
4,7.24,1,Positivo,Positivo,51_orig_50.jpg
5,9.64,2,Negativo,Positivo,77_orig_76.jpg
6,9.76,1,Positivo,Negativo,1150_orig_1386.jpg
7,6.14,2,Negativo,Neutral,811_orig_910.jpg
8,9.62,2,Negativo,Neutral,859_orig_958.jpg
9,4.64,3,Neutral,Negativo,584_orig_683.jpg
10,8.67,1,Positivo,Positivo,91_orig_90.jpg
11,5.59,3,Neutral,Positivo,272_orig_271.jpg
12,4.95,2,Negativo,Negativo,796_orig_895.jpg
13,3.32,1,Positivo,Negativo,41_orig_40.jpg
14,4.19,3,Neutral,Neutral,336_orig_435.jpg
15,5.18,2,Negativo,Negativo,361_orig_460.jpg
16,10.01,NR,NO RESPONDE,Neutral,640_orig_739.jpg
17,4.00,2,Negativo,Positivo,1123_orig_1359.jpg
18,5.45,1,Positivo,Negativo,1292_orig_1629.jpg
19,5.98,1,Positivo,Neutral,722_orig_821.jpg
20,10.00,NR,NO RESPONDE,Positivo,1134_orig_1370.jpg
21,2.04,1,Positivo,Negativo,324_orig_423.jpg
22,2.13,2,Negativo,Positivo,33_orig_32.jpg
23,7.91,2,Negativo,Neutral,873_orig_972.jpg
24,2.42,1,Positivo,Negativo,1322_orig_1659.jpg
25,3.69,2,Negativo,Neutral,130_orig_129.jpg
26,5.83,1,Positivo,Negativo,184_orig_183.jpg
27,6.88,1,Positivo,Positivo,105_orig_104.jpg
28,3.73,2,Negativo,Neutral,262_orig_261.jpg
29,4.26,1,Positivo,Negativo,198_orig_197.jpg
30,2.36,2,Negativo,Neutral,746_orig_845.jpg
31,5.16,2,Negativo,Positivo,82_orig_81.jpg
32,2.91,2,Negativo,Negativo,292_orig_291.jpg
33,2.95,2,Negativo,Negativo,916_orig_1094.jpg
34,4.66,1,Positivo,Negativo,251_orig_250.jpg
35,5.53,1,Positivo,Neutral,573_orig_672.jpg
36,2.74,1,Positivo,Positivo,58_orig_57.jpg
37,2.34,2,Negativo,Negativo,760_orig_859.jpg
38,3.14,1,Positivo,Neutral,246_orig_245.jpg
39,4.47,2,Negativo,Negativo,432_orig_531.jpg
40,3.36,1,Positivo,Neutral,779_orig_878.jpg
41,3.51,1,Positivo,Positivo,5_orig_4.jpg
42,5.72,1,Positivo,Neutral,420_orig_519.jpg
43,1.61,2,Negativo,Neutral,850_orig_949.jpg
44,6.65,1,Positivo,Positivo,1120_orig_1356.jpg
45,4.36,1,Positivo,Negativo,264_orig_263.jpg
46,1.98,2,Negativo,Negativo,87_orig_86.jpg
47,3.80,1,Positivo,Positivo,1155_orig_1391.jpg
48,1.79,2,Negativo,Negativo,704_orig_803.jpg
49,1.76,1,Positivo,Neutral,726_orig_825.jpg
50,2.06,1,Positivo,Neutral,250_orig_249.jpg
51,1.79,2,Negativo,Positivo,153_orig_152.jpg
52,4.02,2,Negativo,Neutral,831_orig_930.jpg
53,1.93,1,Positivo,Positivo,26_orig_25.jpg
54,1.72,2,Negativo,Positivo,71_orig_70.jpg
55,4.75,3,Neutral,Positivo,76_orig_75.jpg
56,2.35,2,Negativo,Positivo,78_orig_77.jpg
57,3.78,2,Negativo,Neutral,423_orig_522.jpg
58,2.72,1,Positivo,Positivo,10_orig_9.jpg
59,2.42,1,Positivo,Positivo,205_orig_204.jpg
60,1.78,1,Positivo,Neutral,1054_orig_1290.jpg
