ID,Tiempo,Respuesta,Emocion,Categoria_Real,Archivo
1,2.19,3,Neutral,Negativo,906_orig_1037.jpg
2,3.3,3,Neutral,Negativo,1420_orig_1915.jpg
3,2.41,3,Neutral,Neutral,790_orig_889.jpg
4,5.23,3,Neutral,Positivo,51_orig_50.jpg
5,3.2,3,Neutral,Positivo,77_orig_76.jpg
6,4.69,3,Neutral,Negativo,1150_orig_1386.jpg
7,4.32,3,Neutral,Neutral,811_orig_910.jpg
8,4.17,3,Neutral,Neutral,859_orig_958.jpg
9,2.78,1,Positivo,Negativo,584_orig_683.jpg
10,4.34,3,Neutral,Positivo,91_orig_90.jpg
11,3.94,3,Neutral,Positivo,272_orig_271.jpg
12,10.01,NR,NO RESPONDE,Negativo,796_orig_895.jpg
13,2.96,1,Positivo,Negativo,41_orig_40.jpg
14,4.41,3,Neutral,Neutral,336_orig_435.jpg
15,3.37,3,Neutral,Negativo,361_orig_460.jpg
16,3.28,3,Neutral,Neutral,640_orig_739.jpg
17,3.8,3,Neutral,Positivo,1123_orig_1359.jpg
18,3.43,3,Neutral,Negativo,1292_orig_1629.jpg
19,1.99,3,Neutral,Neutral,722_orig_821.jpg
20,8.75,3,Neutral,Positivo,1134_orig_1370.jpg
21,4.76,3,Neutral,Negativo,324_orig_423.jpg
22,4.12,3,Neutral,Positivo,33_orig_32.jpg
23,3.71,3,Neutral,Neutral,873_orig_972.jpg
24,4.5,1,Positivo,Negativo,1322_orig_1659.jpg
25,4.37,3,Neutral,Neutral,130_orig_129.jpg
26,2.71,3,Neutral,Negativo,184_orig_183.jpg
27,3.99,3,Neutral,Positivo,105_orig_104.jpg
28,4.2,3,Neutral,Neutral,262_orig_261.jpg
29,3.14,3,Neutral,Negativo,198_orig_197.jpg
30,4.08,1,Positivo,Neutral,746_orig_845.jpg
31,3.49,1,Positivo,Positivo,82_orig_81.jpg
32,3.18,3,Neutral,Negativo,292_orig_291.jpg
33,3.43,2,Negativo,Negativo,916_orig_1094.jpg
34,6.92,1,Positivo,Negativo,251_orig_250.jpg
35,5.72,2,Negativo,Neutral,573_orig_672.jpg
36,3.63,3,Neutral,Positivo,58_orig_57.jpg
37,3.51,1,Positivo,Negativo,760_orig_859.jpg
38,6.01,3,Neutral,Neutral,246_orig_245.jpg
39,5.9,1,Positivo,Negativo,432_orig_531.jpg
40,2.25,3,Neutral,Neutral,779_orig_878.jpg
41,4.21,3,Neutral,Positivo,5_orig_4.jpg
42,3.85,1,Positivo,Neutral,420_orig_519.jpg
43,2.9,1,Positivo,Neutral,850_orig_949.jpg
44,4.74,3,Neutral,Positivo,1120_orig_1356.jpg
45,3.17,3,Neutral,Negativo,264_orig_263.jpg
46,4.55,3,Neutral,Negativo,87_orig_86.jpg
47,4.56,3,Neutral,Positivo,1155_orig_1391.jpg
48,5.48,3,Neutral,Negativo,704_orig_803.jpg
49,3.72,3,Neutral,Neutral,726_orig_825.jpg
50,2.66,3,Neutral,Neutral,250_orig_249.jpg
51,3.16,3,Neutral,Positivo,153_orig_152.jpg
52,4.12,3,Neutral,Neutral,831_orig_930.jpg
53,4.2,3,Neutral,Positivo,26_orig_25.jpg
54,5.06,3,Neutral,Positivo,71_orig_70.jpg
55,4.12,1,Positivo,Positivo,76_orig_75.jpg
56,2.94,3,Neutral,Positivo,78_orig_77.jpg
57,4.49,2,Negativo,Neutral,423_orig_522.jpg
58,3.05,3,Neutral,Positivo,10_orig_9.jpg
59,4.21,3,Neutral,Positivo,205_orig_204.jpg
60,3.74,3,Neutral,Neutral,1054_orig_1290.jpg
