world_index,world_timestamp,surface_name,event_type
305,1842.127226,Surface 1,enter
517,1852.015006,Surface 1,exit
522,1852.183093,Surface 1,enter
1435,1894.419727,Surface 1,exit
2011,1920.7318460000001,Surface 1,enter
3174,1976.8487910000001,Surface 1,exit
3179,1977.1072020000001,Surface 1,enter
3191,1977.577023,Surface 1,exit
3193,1977.762328,Surface 1,enter
22347,2882.530974,Surface 1,exit
