world_index,world_timestamp,surface_name,event_type
136,-733511.9392179999,Surface 1,enter
516,-733489.2193669999,Surface 1,exit
525,-733488.919567,Surface 1,enter
546,-733488.215293,Surface 1,exit
549,-733488.115658,Surface 1,enter
26936,-732603.33818,Surface 1,exit
