world_index,world_timestamp,surface_name,event_type
814,515.348813,Surface 1,enter
870,519.68063,Surface 1,exit
879,520.135148,Surface 1,enter
20328,1400.4333880000001,Surface 1,exit
20330,1400.523093,Surface 1,enter
20902,1426.927179,Surface 1,exit
