world_index,world_timestamp,surface_name,event_type
0,-907150.8415549999,Surface 1,enter
1858,-907080.8183309999,Surface 1,exit
1881,-907080.0460089999,Surface 1,enter
26740,-906246.941012,Surface 1,exit
