world_index,world_timestamp,surface_name,event_type
1003,176151.739718,Surface 1,enter
1876,176182.26787799998,Surface 1,exit
1910,176183.367882,Surface 1,enter
27538,177042.27954299998,Surface 1,exit
27554,177042.815434,Surface 1,enter
28154,177062.92332499998,Surface 1,exit
