world_index,world_timestamp,surface_name,event_type
0,-736171.156812,Surface 1,enter
207,-736160.32234,Surface 1,exit
210,-736160.1104199999,Surface 1,enter
253,-736157.153954,Surface 1,exit
255,-736157.0259019999,Surface 1,enter
25982,-735246.8500549999,Surface 1,exit
