"metric","model","term","estimate_log_scale","standard_error","z_value","p_value","ci_95_lower","ci_95_upper","rate_ratio","approximate_percent_change"
"mean_fixation_duration_ms","Combined","(Intercept)",0.0043828001050316,0.0132958383459296,0.32963698798078,0.74167427091551,-0.021676564197257,0.0304421644073202,1.00439241862029,0.439241862028816
"mean_fixation_duration_ms","Combined","original_emotionNegative",0.00245422623065606,0.00805593898723457,0.304648065799037,0.760634207813659,-0.0133351240459758,0.0182435765072879,1.00245724030909,0.245724030909078
"mean_fixation_duration_ms","Combined","original_emotionPositive",-0.0118616753492966,0.00806278304144435,-1.47116390064389,0.141246797228325,-0.0276644397256879,0.00394108902709459,0.988208396989656,-1.17916030103438
"mean_fixation_duration_ms","Combined","response_emotionNegative",-0.00267344131293985,0.00556215563920001,-0.48064841877103,0.630766396878538,-0.0135750660421782,0.00822818341629853,0.997330129148772,-0.266987085122838
"mean_fixation_duration_ms","Combined","response_emotionPositive",0.00447676382924254,0.00388439192296777,1.15250055041361,0.249115443701787,-0.00313650444161258,0.0120900321000977,1.00448679950663,0.448679950663111
"fixation_density_per_megapixel","Null","(Intercept)",0.20228501841835,0.0804549174715176,2.51426543927488,0.0119280619235366,0.044596277795033,0.359973759041667,1.22419687704961,22.4196877049605
"fixation_density_per_megapixel","Original emotion","(Intercept)",0.135477493343418,0.134286132892197,1.00887180549147,0.313036118465857,-0.127718490748446,0.398673477435283,1.14508342354504,14.5083423545042
"fixation_density_per_megapixel","Original emotion","original_emotionNegative",-0.011259726406617,0.187630465195695,-0.0600101182655668,0.952147576005058,-0.379008680592675,0.356489227779441,0.988803427060265,-1.11965729397349
"fixation_density_per_megapixel","Original emotion","original_emotionPositive",0.211688213975405,0.187631114749172,1.12821487128291,0.259229184916553,-0.156062013312074,0.579438441262884,1.23576253152065,23.5762531520653
"fixation_density_per_megapixel","Reported emotion","(Intercept)",0.19773094132445,0.080473775251981,2.45708543814815,0.0140069370025782,0.0400052401305964,0.355456642518303,1.21863446553237,21.863446553237
"fixation_density_per_megapixel","Reported emotion","response_emotionNegative",0.0078639577237338,0.00915713675971814,0.858779106404418,0.390462396880508,-0.0100837005268216,0.0258116159742892,1.00789495985247,0.789495985246647
"fixation_density_per_megapixel","Reported emotion","response_emotionPositive",0.00712064071028755,0.00641561849769448,1.10989154246725,0.267045765420019,-0.00545374048374259,0.0196950219043177,1.00714605275322,0.714605275321767
"fixation_density_per_megapixel","Combined","(Intercept)",0.130941863730381,0.134239266293445,0.975436378236334,0.329343846062187,-0.132162263515853,0.394045990976614,1.13990150976411,13.9901509764108
"fixation_density_per_megapixel","Combined","original_emotionNegative",-0.010967392307545,0.187499451450335,-0.0584929301003849,0.953355993817078,-0.378459564271218,0.356524779656128,0.989092530274579,-1.09074697254209
"fixation_density_per_megapixel","Combined","original_emotionPositive",0.211367639935564,0.187500320833193,1.12729215073506,0.259618979967187,-0.156126235987199,0.578861515858327,1.2353664416251,23.5366441625099
"fixation_density_per_megapixel","Combined","response_emotionNegative",0.0078407500261883,0.00915711870065772,0.856246411398504,0.391861495892106,-0.010106872829259,0.0257883728816356,1.0078715692025,0.787156920250309
"fixation_density_per_megapixel","Combined","response_emotionPositive",0.00710966997160986,0.006415602977693,1.1081842184328,0.267782265022963,-0.00546468080377635,0.0196840207469961,1.00713500367767,0.713500367767117
