world_index,world_timestamp,surface_name,event_type
3442,136840.432786,Surface 1,enter
3809,136852.735896,Surface 1,exit
3813,136852.87755099998,Surface 1,enter
4750,136886.428899,Surface 1,exit
4756,136886.608741,Surface 1,enter
31786,137792.429397,Surface 1,exit
