metric,model,term,estimate_log1p_scale,standard_error,z_value,p_value,ci_95_lower,ci_95_upper,approx_percent_change
mean_fixation_duration_ms,Reported emotion,Intercept,5.108905405980138,0.01199585112563051,425.8893639538738,0.0,5.085393537773903,5.132417274186374,16448.911230562826
mean_fixation_duration_ms,Reported emotion,"C(response_emotion, Treatment(reference='Neutral'))[T.Negative]",-0.014111593676715384,0.005518315286441523,-2.557228600436715,0.010550985458812086,-0.024927491638140765,-0.0032956957152900004,-1.4012491847921122
mean_fixation_duration_ms,Reported emotion,"C(response_emotion, Treatment(reference='Neutral'))[T.Positive]",-0.00119963622336839,0.003670845958778205,-0.32680102538753053,0.7438183838334782,-0.008394494302573672,0.005995221855836892,-0.11989169474860668
mean_fixation_duration_ms,Combined,Intercept,5.110511442431336,0.012182555857942609,419.49419333870384,0.0,5.086633632949768,5.1343892519129035,16475.510739399666
mean_fixation_duration_ms,Combined,"C(original_emotion, Treatment(reference='Neutral'))[T.Negative]",0.0041923919732384,0.0036364571470000407,1.1528781458890522,0.24896040330080837,-0.0029350640348816794,0.011319847981358478,0.42011923423682307
mean_fixation_duration_ms,Combined,"C(original_emotion, Treatment(reference='Neutral'))[T.Positive]",-0.010487607314022828,0.0036493032626719202,-2.87386565575372,0.004054814013450243,-0.01764024170885979,-0.003334972919185865,-1.043280411257672
mean_fixation_duration_ms,Combined,"C(response_emotion, Treatment(reference='Neutral'))[T.Negative]",-0.012253606725304704,0.005513669694618667,-2.2224049324652517,0.02625595230327655,-0.02306039932675729,-0.0014468141238521172,-1.217883699762701
mean_fixation_duration_ms,Combined,"C(response_emotion, Treatment(reference='Neutral'))[T.Positive]",-0.0005215713409553354,0.0036599107313492777,-0.14250930671280357,0.886677728705831,-0.00769499637439992,0.006651853692489249,-0.05214353462681539
fixation_density_per_megapixel,Null,Intercept,3.7933393967450653,0.021034792388647257,180.33643150157158,0.0,3.7521112036633166,3.834567589826814,4340.443699411049
fixation_density_per_megapixel,Original emotion,Intercept,3.7276784266083784,0.02777621941137178,134.20395235941433,0.0,3.6732370365620897,3.7821198166546672,4058.245928766807
fixation_density_per_megapixel,Original emotion,"C(original_emotion, Treatment(reference='Neutral'))[T.Negative]",-0.012684330860402007,0.03182059029951966,-0.39862022486092846,0.690173056918516,-0.07505268784746055,0.04968402612665653,-1.2604223794935243
fixation_density_per_megapixel,Original emotion,"C(original_emotion, Treatment(reference='Neutral'))[T.Positive]",0.2105841292075586,0.03189926215455341,6.6015360539459715,4.0691927420158177e-11,0.1480615753846339,0.27310668303048324,23.43988978550271
fixation_density_per_megapixel,Reported emotion,Intercept,3.701193490330656,0.024240099890769088,152.6888712096485,0.0,3.653682894544749,3.7487040861165632,3949.5606645143766
fixation_density_per_megapixel,Reported emotion,"C(response_emotion, Treatment(reference='Neutral'))[T.Negative]",0.42525299388011795,0.04527216682642101,9.393254701295602,5.817424892270263e-21,0.33651954690033276,0.5139864408599031,52.997744563417726
fixation_density_per_megapixel,Reported emotion,"C(response_emotion, Treatment(reference='Neutral'))[T.Positive]",0.11686728204966015,0.02990931895468398,3.9073869327057356,9.329967784398502e-05,0.05824501689847956,0.17548954720084076,12.39702487636035
fixation_density_per_megapixel,Combined,Intercept,3.644003198527554,0.02998066815147933,121.54509633060825,0.0,3.5852410889506547,3.7027653081044534,3724.463154002612
fixation_density_per_megapixel,Combined,"C(original_emotion, Treatment(reference='Neutral'))[T.Negative]",-0.006443198771438622,0.03126225808850671,-0.20610151554623005,0.8367116149519399,-0.06771722462491177,0.05483082708203453,-0.6422485875877852
fixation_density_per_megapixel,Combined,"C(original_emotion, Treatment(reference='Neutral'))[T.Positive]",0.19560069469848113,0.031371425002081725,6.234995531299632,4.5179098861139724e-10,0.13411270169440095,0.2570886877025613,21.60412366630666
fixation_density_per_megapixel,Combined,"C(response_emotion, Treatment(reference='Neutral'))[T.Negative]",0.40059559404199746,0.04482559589872449,8.936760036544129,4.0074734592023937e-19,0.3127374260804975,0.48845376200349744,49.271348419460466
fixation_density_per_megapixel,Combined,"C(response_emotion, Treatment(reference='Neutral'))[T.Positive]",0.10961674669808241,0.02955166464431817,3.7093256172679996,0.0002078120288960215,0.0516954839952188,0.16753800940094604,11.585033517322561
