world_index,world_timestamp,surface_name,event_type
0,-734872.397593,Surface 1,enter
707,-734848.705614,Surface 1,exit
712,-734848.5372939999,Surface 1,enter
720,-734848.2695459999,Surface 1,exit
723,-734848.1693699999,Surface 1,enter
26944,-733969.3923089999,Surface 1,exit
