metric,n_images,mean,std,median,min,max,bootstrap_95CI_mean_low,bootstrap_95CI_mean_high
CC,60,0.5756835577633344,0.1444009060033348,0.5896896347998559,0.26299902191020985,0.9399984483344515,0.5394965347092497,0.6103125101655964
SIM,60,0.57326956751,0.06932968181542437,0.5790380488408646,0.4352769065139501,0.8017248063523488,0.555238773856089,0.5904578018858667
KL_empirical_to_prediction,60,0.6747186893511584,0.19106916205816907,0.6453275868954524,0.24211001402611457,1.3684289178553115,0.6282651581475756,0.7260744645090957
AUC_Judd,60,0.7345964674107824,0.08233754105686253,0.7467708477943249,0.46883944137035044,0.8723591023515597,0.7127572551903343,0.7543705632558471
NSS,60,0.6163008654637936,0.47154861048069413,0.5530013715847311,-0.24401570009023948,1.8263414434065617,0.4953899053510458,0.7320785412602095
