trial_index,filename,original_emotion,n_fixations_for_auc_nss,CC,SIM,KL_empirical_to_prediction,AUC_Judd,NSS,prediction_path,empirical_heatmap_path
11,272_orig_271.jpg,Positivo,1283,0.26299902191020985,0.4462031068247443,0.9763656481038097,0.6268369689045891,0.04259494549258821,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\11_272_orig_271_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\272_orig_271.npy
12,796_orig_895.jpg,Negativo,1219,0.6924309878191949,0.6528319807311086,0.40475832786284394,0.805308412267787,1.0213263184384285,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\12_796_orig_895_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\796_orig_895.npy
13,41_orig_40.jpg,Negativo,1453,0.5523765755119884,0.5740268133505575,0.6159780012919827,0.7087461711744782,0.5189098444075761,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\13_41_orig_40_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\41_orig_40.npy
14,336_orig_435.jpg,Neutral,1283,0.6363930247117406,0.6149529506666422,0.4743486945101086,0.7924717778431591,0.4033986982978583,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\14_336_orig_435_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\336_orig_435.npy
15,361_orig_460.jpg,Negativo,1433,0.46802985497943317,0.5312226925371311,0.6433442328262965,0.6587014327652372,-0.06679801143832712,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\15_361_orig_460_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\361_orig_460.npy
16,640_orig_739.jpg,Neutral,1209,0.5907329542707899,0.5965401057833841,0.6879423225615157,0.7457824711554288,0.4912438847840557,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\16_640_orig_739_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\640_orig_739.npy
17,1123_orig_1359.jpg,Positivo,1356,0.5571881329942594,0.6176113340789534,0.516159887083024,0.6786559654704382,0.565934811911007,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\17_1123_orig_1359_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1123_orig_1359.npy
18,1292_orig_1629.jpg,Negativo,1314,0.647460654909489,0.5243982627531669,0.7912045030870589,0.7388646285978975,0.6173723786547539,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\18_1292_orig_1629_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1292_orig_1629.npy
19,722_orig_821.jpg,Neutral,1187,0.5548959758129575,0.5795142064448473,0.6142142054847048,0.7803321837349743,0.7264582287343404,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\19_722_orig_821_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\722_orig_821.npy
20,1134_orig_1370.jpg,Positivo,1328,0.8117770889685576,0.6897502162263641,0.5646442619278553,0.7527902188670601,1.1337905935310426,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\20_1134_orig_1370_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1134_orig_1370.npy
21,324_orig_423.jpg,Negativo,1280,0.468650422625847,0.5185092244280514,0.8592078843893093,0.7890341948846318,0.3127269114589333,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\21_324_orig_423_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\324_orig_423.npy
22,33_orig_32.jpg,Positivo,1381,0.38935988890366735,0.5234959078397158,0.7242793081605683,0.6429588804696951,0.30674856592482236,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\22_33_orig_32_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\33_orig_32.npy
23,873_orig_972.jpg,Neutral,1221,0.4582631959757105,0.581088706059387,0.6409955580664695,0.7663578732190648,0.6011699476015199,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\23_873_orig_972_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\873_orig_972.npy
24,1322_orig_1659.jpg,Negativo,1377,0.3865609812498476,0.4352769065139501,1.3684289178553115,0.654529920504279,0.2843518663858218,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\24_1322_orig_1659_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1322_orig_1659.npy
25,130_orig_129.jpg,Neutral,1242,0.5886463153289219,0.5669484183461324,0.6473109409646083,0.7614113024732582,0.47437613596185113,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\25_130_orig_129_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\130_orig_129.npy
26,184_orig_183.jpg,Negativo,1253,0.26849186339916925,0.45259987665975543,0.9092438720488454,0.6301307265158993,-0.001784986769613019,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\26_184_orig_183_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\184_orig_183.npy
27,105_orig_104.jpg,Positivo,1242,0.46353237068545367,0.5899282844600496,0.6603875341204268,0.7871813598272437,0.8250008440373334,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\27_105_orig_104_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\105_orig_104.npy
28,262_orig_261.jpg,Neutral,1259,0.489073741654763,0.6193764943365448,0.5355477442310643,0.6667592890420837,0.5039998911964556,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\28_262_orig_261_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\262_orig_261.npy
29,198_orig_197.jpg,Negativo,1291,0.8032353798280385,0.6478680403835102,0.5838121744552457,0.8364897123408646,1.8263414434065617,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\29_198_orig_197_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\198_orig_197.npy
30,746_orig_845.jpg,Neutral,1395,0.47788509299569415,0.549656392558747,0.6824994069129331,0.6921663891248839,0.31503985204907886,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\30_746_orig_845_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\746_orig_845.npy
31,82_orig_81.jpg,Positivo,1333,0.8081573991036312,0.6509289262213055,0.5058555405904785,0.8060947190740473,1.3207602105062817,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\31_82_orig_81_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\82_orig_81.npy
32,292_orig_291.jpg,Negativo,1234,0.7524618149303056,0.629058860099643,0.6630407845293135,0.8461787997114126,1.5578490914552878,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\32_292_orig_291_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\292_orig_291.npy
33,916_orig_1094.jpg,Negativo,1208,0.49338052818001726,0.49704608964713326,0.8367931367348271,0.7549171318970697,0.7403794791156255,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\33_916_orig_1094_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\916_orig_1094.npy
34,251_orig_250.jpg,Negativo,1152,0.6237005725945596,0.5279303472435397,0.8726466301785427,0.8723591023515597,1.1892217578389062,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\34_251_orig_250_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\251_orig_250.npy
35,573_orig_672.jpg,Neutral,1306,0.8084401292821887,0.6235470448999676,0.5865302320169936,0.8686908565128116,1.7960609660944717,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\35_573_orig_672_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\573_orig_672.npy
36,58_orig_57.jpg,Positivo,1337,0.5393030468473733,0.5330264507676792,0.7051118948430115,0.772800872418378,0.7647155816522625,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\36_58_orig_57_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\58_orig_57.npy
37,760_orig_859.jpg,Negativo,1245,0.39513804305923694,0.4584237075281701,1.08913093178196,0.6307547358519253,0.16571318966039458,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\37_760_orig_859_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\760_orig_859.npy
38,246_orig_245.jpg,Neutral,1254,0.6737111524876007,0.5466339768665325,0.8867262990062742,0.5933285173485155,-0.08818622296732744,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\38_246_orig_245_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\246_orig_245.npy
39,432_orig_531.jpg,Negativo,1217,0.5940101301296979,0.5794502455108053,0.5635411382100175,0.7163551312644392,0.2902421999007248,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\39_432_orig_531_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\432_orig_531.npy
40,779_orig_878.jpg,Neutral,1283,0.6057540161950706,0.6112700129549737,0.5577806186781942,0.46883944137035044,-0.24401570009023948,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\40_779_orig_878_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\779_orig_878.npy
41,5_orig_4.jpg,Positivo,1299,0.6449578670644288,0.5204152464123728,0.7990313723206057,0.7260232500924865,0.17207754669183825,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\41_5_orig_4_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\5_orig_4.npy
42,420_orig_519.jpg,Neutral,1369,0.6877348700816903,0.6233482422879109,0.5151890399272394,0.7766212680717954,0.34684451711537184,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\42_420_orig_519_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\420_orig_519.npy
43,850_orig_949.jpg,Neutral,1308,0.6266109556148017,0.5961292735335667,0.49683786473496705,0.7651923649781454,0.5808644541312817,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\43_850_orig_949_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\850_orig_949.npy
44,1120_orig_1356.jpg,Positivo,1158,0.7118339518015675,0.6021978303066421,0.7384043509696067,0.5489128434133865,-0.0172051592529025,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\44_1120_orig_1356_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1120_orig_1356.npy
45,264_orig_263.jpg,Negativo,1156,0.4516490596624246,0.49727663318432813,0.8631010064999902,0.7515336118739732,0.438687526265857,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\45_264_orig_263_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\264_orig_263.npy
46,87_orig_86.jpg,Negativo,1341,0.8154726504910991,0.6391532378111486,0.5439794441222283,0.7374571808401962,1.2486072059718976,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\46_87_orig_86_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\87_orig_86.npy
47,1155_orig_1391.jpg,Positivo,1350,0.42460534261927785,0.5682111995396626,0.6085291051920236,0.6293033540127828,0.2669719593518734,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\47_1155_orig_1391_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1155_orig_1391.npy
48,704_orig_803.jpg,Negativo,1329,0.7189636203763431,0.6606674031827551,0.46788367286795485,0.5974178610640903,0.07333303248007109,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\48_704_orig_803_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\704_orig_803.npy
49,726_orig_825.jpg,Neutral,1315,0.5042079035147203,0.5898358920698875,0.5541864148678924,0.7684490610993117,0.5525171799841166,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\49_726_orig_825_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\726_orig_825.npy
50,250_orig_249.jpg,Neutral,1299,0.6713199682944323,0.6158337461998392,0.6609904241654978,0.8122094118462461,1.1889310356164022,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\50_250_orig_249_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\250_orig_249.npy
51,153_orig_152.jpg,Positivo,1206,0.6636646431226506,0.5354097917684643,0.6968697530572968,0.7418075243337222,0.6834810695492464,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\51_153_orig_152_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\153_orig_152.npy
52,831_orig_930.jpg,Neutral,1466,0.667920563661586,0.6723177443477653,0.3539081695889462,0.7340589289258466,0.4419115218773488,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\52_831_orig_930_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\831_orig_930.npy
53,26_orig_25.jpg,Positivo,1337,0.6233243463378402,0.5148216156534094,0.8467283922859239,0.6815980587288356,0.3318245001565241,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\53_26_orig_25_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\26_orig_25.npy
54,71_orig_70.jpg,Positivo,1308,0.5304037278809145,0.5795021851528879,0.6239815297686614,0.7423719811645317,0.7812257857945349,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\54_71_orig_70_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\71_orig_70.npy
55,76_orig_75.jpg,Positivo,1465,0.9399984483344515,0.8017248063523488,0.24211001402611457,0.8214065876593335,1.4922096975888848,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\55_76_orig_75_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\76_orig_75.npy
56,78_orig_77.jpg,Positivo,1228,0.637729098618505,0.6372774239743576,0.4846768429780931,0.7477592244332211,0.43002628057685044,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\56_78_orig_77_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\78_orig_77.npy
57,423_orig_522.jpg,Neutral,1286,0.7482295849930634,0.6216315216934782,0.5085284376626925,0.6854521107583933,0.11654327365385833,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\57_423_orig_522_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\423_orig_522.npy
58,10_orig_9.jpg,Positivo,1258,0.7285706883340962,0.6369833902886365,0.46808058808963837,0.8141596384109818,1.2907612900588832,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\58_10_orig_9_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\10_orig_9.npy
59,205_orig_204.jpg,Positivo,1266,0.5919628254886452,0.5729475774598604,0.7297460625401264,0.735106321969422,0.703245156163928,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\59_205_orig_204_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\205_orig_204.npy
60,1054_orig_1290.jpg,Neutral,1259,0.38669643201980314,0.4885251380146745,0.8235916974544202,0.8129411493850294,0.6146169050318782,C:\Users\Martin\Desktop\memoria\deepgaze_predictions\raw\60_1054_orig_1290_deepgaze_density.npy,C:\Users\Martin\Desktop\memoria\analisis_2\image_heatmaps\raw\1054_orig_1290.npy
