world_index,world_timestamp,surface_name,event_type
0,518300.930095,Surface 1,enter
368,518315.32694,Surface 1,exit
433,518317.503476,Surface 1,enter
2918,518401.647641,Surface 1,exit
2952,518402.757009,Surface 1,enter
27654,519231.19917,Surface 1,exit
